age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
47.0,admin.,married,,no,yes,no,telephone,jun,tue,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
54.0,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,,94.465,-41.8,4.958,5228.1,0
,technician,married,high.school,no,yes,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,,93.444,-36.1,4.966,5228.1,1
45.0,admin.,divorced,high.school,no,no,yes,cellular,nov,fri,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
28.0,entrepreneur,married,basic.9y,unknown,yes,no,telephone,may,thu,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1
44.0,services,married,unknown,no,yes,yes,telephone,jul,wed,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,,0
33.0,unemployed,divorced,basic.9y,no,yes,no,,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
33.0,admin.,single,high.school,no,yes,no,cellular,apr,wed,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,1
37.0,blue-collar,divorced,basic.4y,unknown,,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
40.0,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
31.0,entrepreneur,single,university.degree,no,yes,no,cellular,jul,thu,,999.0,0.0,,1.4,93.918,,4.962,5228.1,0
40.0,services,married,basic.6y,unknown,no,no,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4.96,5228.1,0
31.0,admin.,single,basic.9y,no,no,no,telephone,may,wed,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.281,5099.1,0
35.0,,married,high.school,unknown,no,yes,cellular,jul,mon,2.0,999.0,0.0,,1.4,93.918,-42.7,4.962,5228.1,0
34.0,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,2.0,999.0,0.0,nonexistent,-0.1,93.2,,4.153,5195.8,0
42.0,management,married,basic.9y,no,yes,no,telephone,jun,,3.0,999.0,0.0,nonexistent,,94.465,-41.8,4.961,5228.1,0
36.0,admin.,married,,,no,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
33.0,management,single,university.degree,no,no,no,telephone,may,fri,16.0,999.0,0.0,nonexistent,,93.994,-36.4,,5191.0,0
33.0,blue-collar,,professional.course,no,yes,no,cellular,apr,thu,2.0,999.0,0.0,nonexistent,-1.8,93.075,,1.365,,1
41.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,13.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
29.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
56.0,blue-collar,married,unknown,unknown,yes,yes,cellular,jul,mon,1.0,999.0,0.0,nonexistent,1.4,93.918,,4.96,5228.1,0
32.0,services,single,university.degree,no,no,yes,cellular,may,fri,3.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,1
45.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,1.0,999.0,0.0,nonexistent,,93.075,-47.1,1.405,5099.1,0
47.0,admin.,married,basic.9y,no,,yes,telephone,jul,thu,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,,5228.1,0
41.0,technician,divorced,professional.course,no,unknown,unknown,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
43.0,technician,married,professional.course,no,no,no,telephone,may,wed,2.0,999.0,0.0,,1.1,93.994,-36.4,4.856,5191.0,0
28.0,blue-collar,married,high.school,no,unknown,unknown,cellular,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
61.0,technician,married,professional.course,no,no,no,cellular,oct,thu,2.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,0
41.0,self-employed,,basic.9y,unknown,yes,no,cellular,jul,fri,3.0,,0.0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
31.0,services,married,basic.9y,no,yes,no,cellular,apr,mon,3.0,999.0,,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
57.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,,fri,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
43.0,blue-collar,,basic.4y,no,,no,cellular,may,tue,1.0,999.0,2.0,failure,-1.8,92.893,-46.2,1.344,5099.1,0
50.0,technician,married,professional.course,unknown,no,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
35.0,technician,,professional.course,no,no,no,telephone,jun,wed,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
42.0,admin.,married,university.degree,unknown,no,no,cellular,jul,fri,1.0,999.0,,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
33.0,blue-collar,married,basic.4y,,yes,no,cellular,jul,,2.0,999.0,0.0,nonexistent,1.4,93.918,,4.963,5228.1,0
42.0,technician,married,university.degree,no,no,no,telephone,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,,0
46.0,services,married,,no,no,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
36.0,technician,married,professional.course,unknown,no,no,cellular,,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
,admin.,married,university.degree,,yes,yes,cellular,apr,thu,1.0,6.0,2.0,success,-1.8,93.749,-34.6,0.644,5008.7,1
36.0,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
28.0,admin.,single,university.degree,no,,no,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,,0
24.0,admin.,single,high.school,no,no,no,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,,1
53.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,tue,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
36.0,admin.,single,university.degree,no,yes,no,cellular,may,mon,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.299,5099.1,0
55.0,retired,married,basic.4y,no,no,no,cellular,oct,thu,1.0,999.0,2.0,failure,-3.4,92.431,-26.9,0.722,5017.5,0
49.0,technician,divorced,professional.course,no,,no,cellular,oct,fri,2.0,3.0,1.0,success,-1.1,94.601,-49.5,0.972,,1
57.0,technician,single,professional.course,no,yes,no,telephone,jun,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
30.0,blue-collar,married,basic.9y,no,yes,,telephone,may,thu,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
42.0,entrepreneur,married,basic.6y,no,yes,yes,cellular,may,fri,3.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.313,5099.1,0
42.0,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,fri,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.957,,0
37.0,technician,single,university.degree,no,no,no,cellular,may,tue,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
26.0,admin.,married,basic.9y,no,yes,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
26.0,services,,high.school,no,yes,no,telephone,,wed,3.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
,management,divorced,university.degree,unknown,yes,yes,telephone,jun,tue,2.0,999.0,0.0,,1.4,94.465,-41.8,4.961,5228.1,0
41.0,services,divorced,high.school,no,no,no,,may,wed,2.0,,0.0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
41.0,admin.,married,university.degree,no,yes,no,cellular,dec,thu,2.0,999.0,0.0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1
32.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
31.0,housemaid,married,high.school,no,yes,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
,admin.,single,university.degree,no,no,,cellular,jul,mon,2.0,999.0,0.0,,1.4,,-42.7,4.962,5228.1,0
30.0,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
27.0,technician,single,university.degree,no,yes,no,cellular,may,mon,4.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.354,5099.1,0
43.0,housemaid,married,basic.4y,no,yes,no,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,,-42.7,4.962,5228.1,0
35.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
39.0,admin.,single,,,yes,no,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
40.0,admin.,single,university.degree,no,no,yes,cellular,aug,thu,5.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.962,,0
,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
28.0,technician,single,professional.course,no,,no,cellular,,thu,1.0,999.0,2.0,failure,-1.8,93.075,-47.1,1.483,5099.1,0
47.0,,,professional.course,unknown,no,no,telephone,may,tue,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
30.0,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,,93.918,-42.7,4.96,5228.1,0
28.0,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,wed,1.0,999.0,0.0,,1.1,93.994,-36.4,4.859,5191.0,0
41.0,management,married,university.degree,no,yes,no,telephone,may,wed,7.0,999.0,,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
28.0,services,married,high.school,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,,93.918,-42.7,4.962,5228.1,0
45.0,services,married,high.school,unknown,no,no,cellular,nov,tue,5.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,,,0
60.0,technician,married,professional.course,unknown,no,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
60.0,,married,professional.course,no,no,yes,cellular,oct,wed,2.0,999.0,1.0,failure,-1.1,94.601,,1.043,4963.6,0
28.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
44.0,admin.,married,high.school,no,no,no,telephone,may,fri,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
56.0,retired,divorced,university.degree,no,yes,no,cellular,jun,mon,1.0,3.0,1.0,success,-2.9,92.963,-40.8,1.266,5076.2,0
36.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
31.0,admin.,single,high.school,unknown,,no,telephone,jul,,,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
53.0,management,married,high.school,no,yes,no,cellular,may,mon,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.354,5099.1,0
29.0,unemployed,single,basic.4y,no,no,yes,cellular,jun,wed,3.0,3.0,2.0,success,-2.9,92.963,-40.8,1.244,5076.2,1
58.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,,-41.8,4.865,,0
41.0,,married,basic.4y,unknown,no,no,telephone,may,mon,5.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
40.0,management,,university.degree,unknown,no,no,telephone,may,wed,3.0,,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
34.0,blue-collar,married,professional.course,no,yes,yes,cellular,may,fri,3.0,999.0,0.0,,-1.8,92.893,-46.2,1.25,5099.1,0
37.0,blue-collar,divorced,,unknown,yes,no,cellular,apr,thu,2.0,999.0,1.0,failure,-1.8,93.075,-47.1,1.435,5099.1,0
59.0,blue-collar,married,basic.9y,unknown,yes,no,,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,,5228.1,0
31.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
63.0,retired,married,professional.course,no,yes,no,cellular,,mon,1.0,999.0,0.0,nonexistent,-1.8,93.876,-40.0,0.685,5008.7,0
33.0,services,single,high.school,no,yes,no,cellular,,tue,2.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
27.0,admin.,single,high.school,unknown,yes,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
36.0,self-employed,divorced,basic.4y,no,no,no,telephone,jun,fri,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
25.0,blue-collar,married,basic.4y,no,no,no,cellular,jul,thu,2.0,999.0,0.0,nonexistent,,93.918,-42.7,4.958,5228.1,0
30.0,technician,divorced,professional.course,no,no,yes,cellular,jul,wed,1.0,999.0,0.0,nonexistent,,93.918,-42.7,4.963,5228.1,1
30.0,technician,single,professional.course,no,yes,no,cellular,aug,wed,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31.0,services,single,high.school,unknown,yes,no,cellular,nov,mon,,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
47.0,blue-collar,married,basic.6y,,yes,no,cellular,aug,fri,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
32.0,admin.,,university.degree,no,no,no,cellular,aug,fri,2.0,999.0,0.0,,1.4,93.444,,4.963,5228.1,0
59.0,retired,divorced,basic.4y,no,,no,cellular,jul,mon,2.0,999.0,0.0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0
27.0,admin.,single,university.degree,no,no,no,,,thu,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,,0
40.0,technician,,university.degree,no,no,no,cellular,nov,mon,1.0,7.0,2.0,failure,-3.4,92.649,-30.1,0.714,5017.5,1
45.0,entrepreneur,divorced,professional.course,no,yes,no,cellular,jul,tue,,999.0,0.0,,1.4,93.918,-42.7,4.961,5228.1,0
32.0,retired,married,high.school,no,no,no,telephone,may,fri,3.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
54.0,technician,divorced,university.degree,no,no,no,cellular,aug,tue,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
34.0,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,1.0,999.0,0.0,nonexistent,,93.2,,4.153,5195.8,0
24.0,admin.,single,high.school,unknown,no,no,telephone,,tue,6.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,0
35.0,blue-collar,married,unknown,no,no,yes,telephone,jun,thu,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0
44.0,self-employed,married,university.degree,unknown,no,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
36.0,admin.,single,high.school,unknown,yes,no,telephone,jun,fri,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
37.0,admin.,married,university.degree,no,yes,no,cellular,apr,wed,5.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,0
42.0,management,married,university.degree,no,yes,yes,cellular,oct,mon,1.0,999.0,0.0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,0
32.0,technician,single,university.degree,unknown,yes,no,cellular,may,tue,4.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.291,5099.1,0
38.0,admin.,divorced,,no,no,no,telephone,may,,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
54.0,management,married,high.school,unknown,yes,no,cellular,may,mon,2.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.299,5099.1,0
31.0,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
53.0,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,,0
37.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,3.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
28.0,admin.,single,university.degree,no,yes,no,cellular,oct,mon,1.0,6.0,2.0,success,-1.1,94.601,-49.5,,4963.6,0
,student,single,basic.9y,no,yes,no,telephone,jun,tue,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
56.0,management,married,university.degree,,no,no,telephone,jun,wed,,999.0,0.0,nonexistent,1.4,,-41.8,4.962,5228.1,0
32.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
51.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,1.0,,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
37.0,blue-collar,single,,no,yes,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,-2.9,92.201,,0.879,5076.2,0
53.0,technician,married,professional.course,unknown,no,no,telephone,,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1
33.0,admin.,married,university.degree,no,yes,no,cellular,nov,fri,4.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
46.0,unemployed,divorced,,no,no,,telephone,may,fri,1.0,999.0,0.0,,1.1,93.994,-36.4,4.864,5191.0,0
50.0,unknown,married,basic.4y,unknown,yes,no,cellular,may,tue,8.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
54.0,unemployed,single,basic.6y,no,yes,yes,telephone,jun,mon,1.0,999.0,0.0,,,94.465,,4.961,5228.1,0
51.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1.0,999.0,,nonexistent,1.4,93.444,-36.1,,5228.1,0
25.0,admin.,single,high.school,no,no,no,telephone,jun,mon,2.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
,management,married,university.degree,no,,no,cellular,,mon,4.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
50.0,housemaid,married,basic.9y,no,yes,no,cellular,may,mon,6.0,999.0,0.0,,-1.8,92.893,-46.2,1.244,5099.1,0
27.0,entrepreneur,married,university.degree,no,no,,cellular,may,mon,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.299,5099.1,0
62.0,management,,university.degree,no,yes,yes,cellular,aug,wed,2.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0
40.0,services,married,high.school,no,yes,no,cellular,apr,thu,2.0,999.0,0.0,nonexistent,-1.8,93.075,-47.1,,5099.1,0
46.0,blue-collar,married,basic.6y,no,yes,yes,,aug,mon,2.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,,5228.1,0
55.0,blue-collar,married,unknown,,yes,no,cellular,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
31.0,blue-collar,married,basic.9y,no,no,no,cellular,nov,thu,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
42.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
26.0,admin.,divorced,basic.9y,no,no,no,cellular,,mon,3.0,999.0,0.0,,1.4,93.918,-42.7,4.96,5228.1,0
52.0,,married,basic.6y,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
,admin.,,unknown,no,no,no,cellular,apr,thu,1.0,999.0,0.0,nonexistent,-1.8,93.749,-34.6,0.659,,0
47.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,,wed,3.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
55.0,admin.,single,university.degree,unknown,,no,cellular,nov,fri,9.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.021,,0
47.0,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,4.0,,0.0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
33.0,blue-collar,married,,no,yes,no,cellular,may,fri,1.0,999.0,1.0,failure,-1.8,92.893,-46.2,1.25,5099.1,1
26.0,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,2.0,999.0,0.0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0
32.0,technician,single,university.degree,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,,93.444,,4.966,5228.1,0
44.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,2.0,,0.0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
54.0,admin.,married,university.degree,no,no,yes,cellular,jul,tue,,13.0,1.0,success,-2.9,92.469,-33.6,0.908,5076.2,1
57.0,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,3.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
39.0,admin.,single,high.school,unknown,yes,no,telephone,may,fri,16.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
58.0,retired,married,basic.4y,no,no,no,cellular,sep,wed,1.0,999.0,0.0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,1
45.0,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,4.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
40.0,self-employed,married,basic.9y,unknown,no,no,cellular,nov,tue,1.0,999.0,1.0,failure,-0.1,93.2,-42.0,4.153,5195.8,0
37.0,admin.,married,high.school,,yes,no,telephone,jul,thu,14.0,999.0,0.0,nonexistent,,93.918,-42.7,4.968,5228.1,0
52.0,technician,,professional.course,no,no,no,cellular,aug,tue,1.0,,0.0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
70.0,retired,married,high.school,no,yes,no,cellular,aug,tue,1.0,999.0,0.0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0
32.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
37.0,technician,married,university.degree,no,no,no,cellular,aug,thu,1.0,999.0,0.0,,1.4,93.444,-36.1,4.962,5228.1,1
27.0,admin.,married,basic.9y,no,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,,5228.1,0
43.0,unknown,married,,unknown,no,no,telephone,may,wed,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,,0
,retired,married,basic.4y,unknown,yes,no,cellular,jul,wed,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
37.0,self-employed,married,high.school,,no,yes,,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0
,management,married,university.degree,no,no,no,cellular,aug,mon,11.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
31.0,self-employed,single,professional.course,no,yes,no,cellular,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
,services,divorced,high.school,no,no,no,cellular,nov,thu,2.0,999.0,1.0,,-0.1,93.2,-42.0,,5195.8,0
25.0,technician,single,professional.course,no,yes,yes,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
35.0,admin.,single,university.degree,no,yes,no,cellular,nov,thu,2.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0
42.0,services,married,high.school,no,yes,yes,telephone,jun,fri,1.0,999.0,0.0,nonexistent,1.4,94.465,,4.967,5228.1,0
31.0,admin.,single,professional.course,no,no,no,cellular,jul,tue,1.0,999.0,0.0,,1.4,93.918,-42.7,4.962,5228.1,0
36.0,services,married,high.school,unknown,yes,no,telephone,may,fri,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
45.0,management,married,university.degree,no,no,no,cellular,aug,mon,2.0,999.0,0.0,nonexistent,,93.444,,4.965,5228.1,0
,entrepreneur,divorced,high.school,no,yes,no,cellular,may,thu,2.0,999.0,0.0,nonexistent,-1.8,,-46.2,1.266,5099.1,0
28.0,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
39.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
,technician,single,high.school,no,no,yes,telephone,may,,10.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
31.0,technician,married,university.degree,unknown,no,no,cellular,aug,wed,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
31.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,1.0,15.0,1.0,success,-2.9,92.201,-31.4,0.884,5076.2,0
50.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,wed,1.0,999.0,0.0,nonexistent,1.4,,-41.8,4.959,,1
30.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,1.0,999.0,0.0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
58.0,technician,divorced,professional.course,unknown,,no,cellular,aug,wed,6.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
29.0,blue-collar,,high.school,no,no,no,telephone,may,thu,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
31.0,self-employed,married,university.degree,no,no,no,cellular,sep,wed,1.0,3.0,1.0,success,-3.4,92.379,-29.8,0.768,5017.5,1
33.0,technician,married,university.degree,no,no,no,cellular,aug,wed,1.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
38.0,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,,1.0,999.0,0.0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
57.0,admin.,married,university.degree,,no,yes,telephone,may,mon,1.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,,5191.0,0
36.0,technician,married,professional.course,no,no,no,telephone,jun,mon,1.0,999.0,0.0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
27.0,admin.,married,high.school,unknown,no,no,cellular,jul,thu,3.0,999.0,0.0,,1.4,93.918,-42.7,4.968,5228.1,0
32.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,2.0,999.0,0.0,nonexistent,1.1,93.994,-36.4,4.857,,0
48.0,housemaid,,basic.4y,unknown,yes,no,cellular,aug,mon,3.0,999.0,0.0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0
